celebrity_name,season,placement,week1_fan_vote_pct,week2_fan_vote_pct,week3_fan_vote_pct,week4_fan_vote_pct,week5_fan_vote_pct,week6_fan_vote_pct,week7_fan_vote_pct,week8_fan_vote_pct,week9_fan_vote_pct,week10_fan_vote_pct,week11_fan_vote_pct
Clyde Drexler,4,8,0.0909090909,0.09654394228902462,0.100475797123976,0.10354066749081715,0.0909090909,0.09090909293263802,0.0909090915773255,0.0909090909,0.09090909293164584,0.0909090909,0.0
Laila Ali,4,3,0.0909090909,0.0909090927793959,0.09536537768443396,0.09090909225531248,0.0909090909,0.09090909293263802,0.0909090915773255,0.0909090909,0.0966896799754671,0.0909090909,0.0
Apolo Anton Ohno,4,1,0.0909090909,0.09090909277954173,0.09332120993614725,0.09090909225531248,0.0909090909,0.09090909293263802,0.0909090915773255,0.0909090909,0.09879938463539488,0.0909090909,0.0
Shandi Finnessey,4,10,0.0909090909,0.09511739779128475,0.058979178139206355,0.09090909225531248,0.0909090909,0.09090909293263802,0.0909090915773255,0.0909090909,0.09090909293164584,0.0909090909,0.0
Paulina Porizkova,4,11,0.0909090909,0.06508862687322416,0.09090909361485493,0.09090909225531248,0.0909090909,0.09090909293263802,0.0909090915773255,0.0909090909,0.09090909293164584,0.0909090909,0.0
Heather Mills,4,7,0.0909090909,0.0922643087684553,0.09229912602783313,0.09090909225531248,0.0909090909,0.04620319900731396,0.0909090915773255,0.0909090909,0.09090909293164584,0.0909090909,0.0
Billy Ray Cyrus,4,5,0.0909090909,0.09440412552937946,0.0953653776798916,0.09090909225531248,0.0909090909,0.10679144228422034,0.11223594855991205,0.0909090909,0.09090909293164584,0.0909090909,0.0
Joey Fatone,4,2,0.0909090909,0.0922643087684553,0.09229912602747876,0.09090909225531248,0.0909090909,0.09090909293263802,0.0909090915773255,0.0909090909,0.09668967997364811,0.0909090909,0.0
Leeza Gibbons,4,9,0.0909090909,0.09440412552937946,0.09229912602747876,0.0682775058257282,0.0909090909,0.09090909293263802,0.0909090915773255,0.0909090909,0.09090909293164584,0.0909090909,0.0
Cameron Mathison,5,5,0.0836057074974042,0.08714890034923899,0.08333333456668765,0.08478632545532862,0.08333333456691502,0.0933333329375011,0.09173076879941346,0.05713560515464267,0.08333333518764517,0.083333333325,0.0
Jane Seymour,5,6,0.08333333767117224,0.08714890034923897,0.08333333456668765,0.08692307767348063,0.08333333456691502,0.10166666647360666,0.052564086305547875,0.08333333518673568,0.08333333518764517,0.083333333325,0.0
Sabrina Bryan,5,7,0.08333333767117224,0.083415228109738,0.08333333456668765,0.0833333376714754,0.08333333456691502,0.033333316621490285,0.08333333642986343,0.08333333518673568,0.08333333518764517,0.083333333325,0.0
Jennie Garth,5,4,0.0836057074974042,0.08714890034923897,0.08333333456668765,0.08478632545532862,0.08333333456691502,0.08777777725889066,0.08852564051812076,0.09523447225356962,0.057606828061092304,0.083333333325,0.0
Floyd Mayweather Jr. ,5,9,0.08944228359781915,0.08714890034923897,0.08705718021847572,0.0560683532779438,0.08333333456691502,0.08333333642819603,0.08333333642986343,0.08333333518673568,0.08333333518764517,0.083333333325,0.0
Josie Maran,5,12,0.0716990699006692,0.083415228109738,0.08333333456668765,0.0833333376714754,0.08333333456691502,0.08333333642819603,0.08333333642986343,0.08333333518673568,0.08333333518764517,0.083333333325,0.0
Albert Reed,5,11,0.0836057074974042,0.04942557185174836,0.08333333456668765,0.0833333376714754,0.08333333456691502,0.08333333642819603,0.08333333642986343,0.08333333518673568,0.08333333518764517,0.083333333325,0.0
Helio Castroneves,5,1,0.08333333767117224,0.08341522811277648,0.08333333456668765,0.08478632545532862,0.08830820521885833,0.0849999994086715,0.09012820465967661,0.08333333518673568,0.08905982723881281,0.083333333325,0.0
Mel B,5,2,0.08333333767117224,0.08558012991421206,0.08333333456668765,0.08692307767348063,0.08333333456691502,0.08333333642819603,0.08692307637838391,0.08382762804466778,0.08905982723881281,0.083333333325,0.0
Wayne Newton,5,10,0.08749675823071101,0.09185521169040838,0.07379357815068051,0.0833333376714754,0.08333333456691502,0.08333333642819603,0.08333333642986343,0.08333333518673568,0.08333333518764517,0.083333333325,0.0
Marie Osmond,5,3,0.08360570749694946,0.0847957446791228,0.08333333456668765,0.08692307767348063,0.09333333085446717,0.09888888863066346,0.09012820465967661,0.09713561295323428,0.09760683586012046,0.083333333325,0.0
Mark Cuban,5,8,0.08360570749694946,0.08950205603550411,0.08914923043065477,0.09547008654972666,0.06835845272443913,0.08333333642819603,0.08333333642986343,0.08333333518673568,0.08333333518764517,0.083333333325,0.0
Cristian de la Fuente,6,3,0.083333333325,0.08360570562867096,0.08456140416914482,0.08333333394589118,0.08823129134647577,0.08333333456676344,0.10142394801395652,0.08584269542236342,0.0842424217517315,0.083333333325,0.0
Steve Guttenberg,6,10,0.083333333325,0.09138780692134105,0.028684186679850242,0.08333333394589118,0.08333333580852693,0.08333333456676344,0.08333333642940868,0.08333333580852693,0.08333333456676344,0.083333333325,0.0
Priscilla Presley,6,8,0.083333333325,0.08333333580852693,0.08333333767299123,0.08666666353330434,0.06374148385531775,0.08333333456676344,0.08333333642940868,0.08333333580852693,0.08333333456676344,0.083333333325,0.0
Marlee Matlin,6,7,0.083333333325,0.08333333580852693,0.09333333433167167,0.08333333394589118,0.09078231179526479,0.07999999377864435,0.08333333642940868,0.08333333580852693,0.08333333456676344,0.083333333325,0.0
Shannon Elizabeth,6,6,0.083333333325,0.08333333580852693,0.08675438670795753,0.08333333394589118,0.08823129134647577,0.08499999751024227,0.03818768566994407,0.08333333580852693,0.08333333456676344,0.083333333325,0.0
Marissa Jaret Winokur,6,4,0.083333333325,0.08333333580852693,0.0977192994092971,0.08333333394589118,0.08568027089677725,0.08333333456676344,0.09171520992529503,0.09895130986490547,0.07924241802007671,0.083333333325,0.0
Jason Taylor,6,2,0.083333333325,0.08333333580852693,0.08894736924677026,0.08333333394589118,0.08333333580852693,0.08499999751024227,0.0868608408773263,0.09520599144911261,0.08651514902732067,0.083333333325,0.0
Kristi Yamaguchi,6,1,0.083333333325,0.08333333580852693,0.08333333767299123,0.08333333394589118,0.08333333580852693,0.08333333456676344,0.08847896389089055,0.08958801383088032,0.08333333456676344,0.083333333325,0.0
Monica Seles,6,11,0.083333333325,0.06667962414028732,0.08333333767299123,0.08333333394589118,0.08333333580852693,0.08333333456676344,0.08333333642940868,0.08333333580852693,0.08333333456676344,0.083333333325,0.0
Penn Jillette,6,12,0.083333333325,0.08944228159862827,0.08333333767299123,0.08333333394589118,0.08333333580852693,0.08333333456676344,0.08333333642940868,0.08333333580852693,0.08333333456676344,0.083333333325,0.0
Adam Carolla,6,9,0.083333333325,0.08555123095138373,0.09333333433167167,0.07999999690778367,0.08333333580852693,0.08333333456676344,0.08333333642940868,0.08333333580852693,0.08333333456676344,0.083333333325,0.0
Mario,6,5,0.083333333325,0.08333333580852693,0.09333333433167167,0.08333333394589118,0.08333333580852693,0.08333333456676344,0.09333333294613523,0.04707863867304952,0.08333333456676344,0.083333333325,0.0
Ted McGinley,7,12,0.04022474499481318,0.07692308092779562,0.07692307691538464,0.07692307920788853,0.07692307920815089,0.07692307691538464,0.07692307920675166,0.07692307806176775,0.07692307806162782,0.07692307691538464,0.0
Cloris Leachman,7,7,0.08222047776714234,0.09144796463970413,0.07692307691538464,0.07707085873626716,0.08948717825024873,0.07692307691538464,0.07692307920675166,0.07692307806176775,0.07692307806162782,0.07692307691538464,0.0
Susan Lucci,7,6,0.08055988873727776,0.07787330348245738,0.07692307691538464,0.07692307920788853,0.08692307564287742,0.07692307691538464,0.02671898186515564,0.07692307806176775,0.07692307806162782,0.07692307691538464,0.0
