celebrity_name,celebrity_instagram_followers,celebrity_twitter_followers,celebrity_tiktok_followers,celebrity_youtube_subscribers,celebrity_total_followers_wikidata,partner_instagram_followers,partner_twitter_followers,partner_tiktok_followers,partner_youtube_subscribers,partner_total_followers_wikidata,celebrity_instagram_followers_log,celebrity_twitter_followers_log,celebrity_tiktok_followers_log,celebrity_youtube_subscribers_log,celebrity_total_followers_wikidata_log,partner_instagram_followers_log,partner_twitter_followers_log,partner_tiktok_followers_log,partner_youtube_subscribers_log,partner_total_followers_wikidata_log
Michael Waltrip,,,,,,,,,,,,,,,,,,,,
Tavis Smiley,,307387.0,,,307387.0,,148813.0,,13500.0,162313.0,,12.635866072239434,,,12.635866072239434,,11.910452482976822,,9.510519035757246,11.997288009794824
Bethany Mota,,4683293.0,,9370000.0,14053293.0,,768913.0,,114000.0,882913.0,,15.359512266464138,,16.053023760938185,16.458367374663876,,13.552734408683879,,11.643962499267984,13.690983079599384
Sadie Robertson,,1703122.0,,,1703122.0,,,,,,,14.34797418252113,,,14.34797418252113,,,,,
Suzanne Somers,,57295.0,,,57295.0,,,,,,,10.955986092238215,,,10.955986092238215,,,,,
Willow Shields,,218938.0,,,218938.0,,,,,,,12.296548431186713,,,12.296548431186713,,,,,
Riker Lynch,,,,,,,,,,,,,,,,,,,,
Rumer Willis,,256253.0,,,256253.0,,299226.0,,,299226.0,,12.453924419069022,,,12.453924419069022,,12.608957761652729,,,12.608957761652729
Nastia Liukin,,360789.0,,,360789.0,,768913.0,,114000.0,882913.0,,12.796051350600253,,,12.796051350600253,,13.552734408683879,,11.643962499267984,13.690983079599384
Michael Sam,,,,,,,213109.0,,,213109.0,,,,,,,12.269563743311371,,,12.269563743311371
Robert Herjavec,,822542.0,,311000.0,1133542.0,,,,,,,13.62015603989039,,12.647551406590285,13.94085868380789,,,,,
Charlotte McKinney,,141018.0,,,141018.0,,,,,,,11.85664991205515,,,11.85664991205515,,,,,
Noah Galloway,,,,,,,148813.0,,13500.0,162313.0,,,,,,,11.910452482976822,,9.510519035757246,11.997288009794824
Redfoo,,822536.0,,2880000.0,3702536.0,,,,,,,13.62014874541231,,14.873301199334291,15.124528818321965,,,,,
Patti LaBelle,,432327.0,,371000.0,803327.0,,186633.0,,,186633.0,,12.97693983839401,,12.82396003700373,13.59651837777254,,12.136904758728935,,,12.136904758728935
Chris Soules,,,,,,,169660.0,,,169660.0,,,,,,,12.04155760748558,,,12.04155760748558
Gary Busey,,,,,,,,,,,,,,,,,,,,
Alexa PenaVega,,404047.0,,,404047.0,,,,,,,12.909288961766903,,,12.909288961766903,,,,,
Carlos PenaVega,,2541094.0,,,2541094.0,,169660.0,,,169660.0,,14.748105648459,,,14.748105648459,,12.04155760748558,,,12.04155760748558
Victor Espinoza,,27054.0,,,27054.0,,242304.0,,,242304.0,,10.205627110076836,,,10.205627110076836,,12.39795254216744,,,12.39795254216744
Alek Skarlatos,,35391.0,,,35391.0,,117473.0,,,117473.0,,10.474241084882006,,,10.474241084882006,,11.673972311485327,,,11.673972311485327
Chaka Khan,,483757.0,,502000.0,985757.0,,,,,,,13.089340060657086,,13.126357390703754,13.801166167354925,,,,,
Andy Grammer,,145751.0,,,145751.0,,,,,,,11.88966182624552,,,11.88966182624552,,,,,
Tamar Braxton,,1793795.0,,832000.0,2625795.0,,299226.0,,,299226.0,,14.399844602760554,,13.631588921725701,14.780894646135721,,12.608957761652729,,,12.608957761652729
Nick Carter,,,,,,,148813.0,,13500.0,162313.0,,,,,,,11.910452482976822,,9.510519035757246,11.997288009794824
Hayes Grier,,3488963.0,,834000.0,4322963.0,,,,,,,15.065115401972944,,13.633989880380932,15.279451836064782,,,,,
Bindi Irwin,,775779.0,,,775779.0,,768913.0,,114000.0,882913.0,,13.561624253815532,,,13.561624253815532,,13.552734408683879,,11.643962499267984,13.690983079599384
Kim Zolciak-Biermann,,1008788.0,,,1008788.0,,,,,,,13.824261159528987,,,13.824261159528987,,,,,
Paula Deen,,1185880.0,,,1185880.0,,67867.0,,,67867.0,,13.98599651623756,,,13.98599651623756,,11.12531992116283,,,11.12531992116283
Mischa Barton,,92074.0,,,92074.0,,186633.0,,,186633.0,,11.430358741313267,,,11.430358741313267,,12.136904758728935,,,12.136904758728935
Kim Fields,,140834.0,,,140834.0,,85392.0,,,85392.0,,11.855344271360757,,,11.855344271360757,,11.35501940920405,,,11.35501940920405
Jodie Sweetin,,351624.0,,,351624.0,,,,,,,12.770320545792158,,,12.770320545792158,,,,,
Doug Flutie,,53930.0,,,53930.0,,242304.0,,,242304.0,,10.895460730714525,,,10.895460730714525,,12.39795254216744,,,12.39795254216744
Von Miller,,,,,,,169660.0,,,169660.0,,,,,,,12.04155760748558,,,12.04155760748558
Antonio Brown,16125353.0,1653553.0,,430000.0,18208906.0,,148813.0,,13500.0,162313.0,16.59590337389351,14.31843746886891,,12.971542813248437,16.717421427936447,,11.910452482976822,,9.510519035757246,11.997288009794824
Paige VanZant,,643897.0,,703000.0,1346897.0,,,,,,,13.375295607449079,,13.463113593266897,14.113314728694572,,,,,
Geraldo Rivera,,376064.0,,16200.0,392264.0,,,,,,,12.837517279771756,,9.692828247710418,12.879692910781896,,,,,
Nyle DiMarco,,366931.0,,,366931.0,,213109.0,,,213109.0,,12.812931823765574,,,12.812931823765574,,12.269563743311371,,,12.269563743311371
Ginger Zee,,2276325.0,,,2276325.0,,299226.0,,,299226.0,,14.638073297714795,,,14.638073297714795,,12.608957761652729,,,12.608957761652729
Wanya Morris,,,,,,,117473.0,,,117473.0,,,,,,,11.673972311485327,,,11.673972311485327
Marla Maples,,27907.0,,,27907.0,,,,,,,10.236668665059128,,,10.236668665059128,,,,,
Jake T. Austin,,2803618.0,,,2803618.0,,79694.0,,,79694.0,,14.846421640586343,,,14.846421640586343,,11.285962127553153,,,11.285962127553153
Maureen McCormick,,,,,,,186633.0,,,186633.0,,,,,,,12.136904758728935,,,12.136904758728935
Marilu Henner,,,,,,,768913.0,,114000.0,882913.0,,,,,,,13.552734408683879,,11.643962499267984,13.690983079599384
Ryan Lochte,,914967.0,,,914967.0,,380112.0,,,380112.0,,13.726644370968504,,,13.726644370968504,,12.848223855918395,,,12.848223855918395
Calvin Johnson Jr.,,,,,,,117473.0,,,117473.0,,,,,,,11.673972311485327,,,11.673972311485327
Laurie Hernandez,,598540.0,,,598540.0,,299226.0,,,299226.0,,13.302250306228652,,,13.302250306228652,,12.608957761652729,,,12.608957761652729
Amber Rose,,,,,,,,,,,,,,,,,,,,
Rick Perry,,,,,,,,,,,,,,,,,,,,
James Hinchcliffe,,158285.0,,,158285.0,,148813.0,,13500.0,162313.0,,11.972158802286575,,,11.972158802286575,,11.910452482976822,,9.510519035757246,11.997288009794824
Babyface,,,,,,,,,,,,,,,,,,,,
Vanilla Ice,,331927.0,,1120000.0,1451927.0,,169660.0,,,169660.0,,12.712673356909596,,13.928840136128022,14.188402886360555,,12.04155760748558,,,12.04155760748558
Jana Kramer,,612306.0,,286000.0,898306.0,,64840.0,,,64840.0,,13.324989069705124,,12.563750586299374,13.708267159683876,,11.07969339830934,,,11.07969339830934
Terra Jole,,75652.0,,,75652.0,,85392.0,,,85392.0,,11.233912374742173,,,11.233912374742173,,11.35501940920405,,,11.35501940920405
Charo,,15071.0,,,15071.0,,,,,,,9.620593996816144,,,9.620593996816144,,,,,
Mr. T,,360563.0,,,360563.0,,,,,,,12.795424751156999,,,12.795424751156999,,,,,
Heather Morris,,,,,,,,,,,,,,,,,,,,
Nancy Kerrigan,,,,,,,186633.0,,,186633.0,,,,,,,12.136904758728935,,,12.136904758728935
Bonner Bolton,,14694.0,,,14694.0,,148813.0,,13500.0,162313.0,,9.595262578853017,,,9.595262578853017,,11.910452482976822,,9.510519035757246,11.997288009794824
Simone Biles,,1704285.0,,,1704285.0,,85392.0,,,85392.0,,14.348656812663364,,,14.348656812663364,,11.35501940920405,,,11.35501940920405
David Ross,,,,,,,117473.0,,,117473.0,,,,,,,11.673972311485327,,,11.673972311485327
Rashad Jennings,,,,,,,,,,,,,,,,,,,,
Chris Kattan,,66522.0,,,66522.0,,169660.0,,,169660.0,,11.105303031508205,,,11.105303031508205,,12.04155760748558,,,12.04155760748558
Erika Jayne,,507693.0,,,507693.0,,64840.0,,,64840.0,,13.137634182862895,,,13.137634182862895,,11.07969339830934,,,11.07969339830934
Normani,,,,,,,299226.0,,,299226.0,,,,,,,12.608957761652729,,,12.608957761652729
Nick Viall,,297550.0,,,297550.0,,213109.0,,,213109.0,,12.603340917847051,,,12.603340917847051,,12.269563743311371,,,12.269563743311371
Sasha Pieterse,,,,67900.0,67900.0,,64840.0,,,64840.0,,,,11.125806040978839,11.125806040978839,,11.07969339830934,,,11.07969339830934
Frankie Muniz,,333591.0,,,333591.0,,169660.0,,,169660.0,,12.717673968363837,,,12.717673968363837,,12.04155760748558,,,12.04155760748558
Jordan Fisher,,505647.0,,394000.0,899647.0,,117473.0,,,117473.0,,13.133596054017442,,12.884108726347916,13.709758854691438,,11.673972311485327,,,11.673972311485327
Derek Fisher,,,,,,,148813.0,,13500.0,162313.0,,,,,,,11.910452482976822,,9.510519035757246,11.997288009794824
Nikki Bella,,3608404.0,,3430000.0,7038404.0,,186633.0,,,186633.0,,15.098776404419352,,15.04807111068727,15.766892139965064,,12.136904758728935,,,12.136904758728935
Terrell Owens,,1391474.0,,,1391474.0,,380112.0,,,380112.0,,14.145874893563189,,,14.145874893563189,,12.848223855918395,,,12.848223855918395
Victoria Arlen,,,,,,,299226.0,,,299226.0,,,,,,,12.608957761652729,,,12.608957761652729
Barbara Corcoran,,739046.0,,,739046.0,,,,,,,13.513116797366706,,,13.513116797366706,,,,,
Lindsey Stirling,,491112.0,,14300000.0,14791112.0,,,,,,,13.10442952286411,,16.475770165160203,16.50953708540527,,,,,
Debbie Gibson,,122492.0,,113000.0,235492.0,,64741.0,,,64741.0,,11.715809164477061,,11.635151947212842,12.369436468005336,,11.078165419805039,,,11.078165419805039
Nick Lachey,,,,56700.0,56700.0,,213109.0,,,213109.0,,,,10.945547126244623,10.945547126244623,,12.269563743311371,,,12.269563743311371
Drew Scott,,,,,,,,,,,,,,,,,,,,
Vanessa Lachey,,150838.0,,,150838.0,,,,,,,11.923968321809083,,,11.923968321809083,,,,,
Jamie Anderson,,,,,,,186633.0,,,186633.0,,,,,,,12.136904758728935,,,12.136904758728935
Johnny Damon,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,,2223396.0,,19100.0,2242496.0,,117473.0,,,117473.0,,14.614546764495863,,9.857495968685136,14.623100535121552,,11.673972311485327,,,11.673972311485327
Arike Ogunbowale,,43775.0,,,43775.0,,64840.0,,,64840.0,,10.686841000982222,,,10.686841000982222,,11.07969339830934,,,11.07969339830934
Jennie Finch Daigle,,165191.0,,,165191.0,,,,,,,12.01486371274631,,,12.01486371274631,,,,,
Chris Mazdzer,,17519.0,,,17519.0,,169660.0,,,169660.0,,9.771098364490383,,,9.771098364490383,,12.04155760748558,,,12.04155760748558
Mirai Nagasu,,93295.0,,,93295.0,,64741.0,,,64741.0,,11.443532513461937,,,11.443532513461937,,11.078165419805039,,,11.078165419805039
Tonya Harding,,,,,,,85392.0,,,85392.0,,,,,,,11.35501940920405,,,11.35501940920405
Josh Norman,,186591.0,,,186591.0,,148813.0,,13500.0,162313.0,,12.136679694021883,,,12.136679694021883,,11.910452482976822,,9.510519035757246,11.997288009794824
Adam Rippon,,492937.0,,83900.0,576837.0,,79694.0,,,79694.0,,13.108138684467207,,11.3373928113354,13.265316743504057,,11.285962127553153,,,11.285962127553153
Juan Pablo Di Pace,,46789.0,,,46789.0,,380112.0,,,380112.0,,10.753424783860263,,,10.753424783860263,,12.848223855918395,,,12.848223855918395
Evanna Lynch,,1181183.0,,,1181183.0,,,,,,,13.982027883213261,,,13.982027883213261,,,,,
Nancy McKeon,,,,,,,299226.0,,,299226.0,,,,,,,12.608957761652729,,,12.608957761652729
John Schneider,,70833.0,,,70833.0,,,,,,,11.168094390398915,,,11.168094390398915,,,,,
Milo Manheim,,81434.0,,,81434.0,,169660.0,,,169660.0,,11.30756043500766,,,11.30756043500766,,12.04155760748558,,,12.04155760748558
Danelle Umstead,,3137.0,,,3137.0,,186633.0,,,186633.0,,8.051340933292979,,,8.051340933292979,,12.136904758728935,,,12.136904758728935
Mary Lou Retton,,,,,,,85392.0,,,85392.0,,,,,,,11.35501940920405,,,11.35501940920405
DeMarcus Ware,,766734.0,,,766734.0,,117473.0,,,117473.0,,13.54989651869417,,,13.54989651869417,,11.673972311485327,,,11.673972311485327
Nikki Glaser,,522189.0,,94000.0,616189.0,,64840.0,,,64840.0,,13.165786785312754,,11.451060699493427,13.33131063651578,,11.07969339830934,,,11.07969339830934
Bobby Bones,,651409.0,,290000.0,941409.0,,148813.0,,13500.0,162313.0,,13.386894523256943,,12.577639650232573,13.755134030369922,,11.910452482976822,,9.510519035757246,11.997288009794824
Tinashe,,1113768.0,,2180000.0,3293768.0,,,,,,,13.92326031710537,,14.594835893480763,15.00754305975612,,,,,
Alexis Ren,,1405641.0,,1120000.0,2525641.0,,64741.0,,,64741.0,,14.156004695886699,,13.928840136128022,14.7420058457994,,11.078165419805039,,,11.078165419805039
Joe Amabile,,101759.0,,,101759.0,,79694.0,,,79694.0,,11.530372378573949,,,11.530372378573949,,11.285962127553153,,,11.285962127553153
Kate Flannery,,314456.0,,,314456.0,,2721.0,,,2721.0,,12.65860262081467,,,12.65860262081467,,7.909122183211411,,,7.909122183211411
James Van Der Beek,,263127.0,,,263127.0,,,,,,,12.480395884778964,,,12.480395884778964,,,,,
Kel Mitchell,,120138.0,,,120138.0,,169660.0,,,169660.0,,11.69640468474707,,,11.69640468474707,,12.04155760748558,,,12.04155760748558
Ray Lewis,,,,,,,380112.0,,,380112.0,,,,,,,12.848223855918395,,,12.848223855918395
Lamar Odom,,3607877.0,,,3607877.0,,213109.0,,,213109.0,,15.098630345845725,,,15.098630345845725,,12.269563743311371,,,12.269563743311371
Sailor Brinkley-Cook,,,,,,,299226.0,,,299226.0,,,,,,,12.608957761652729,,,12.608957761652729
Sean Spicer,,477843.0,,190000.0,667843.0,,117473.0,,,117473.0,,13.077039598373997,,12.154784614286667,13.41180989231159,,11.673972311485327,,,11.673972311485327
Mary Wilson,,,,,,,,,,,,,,,,,,,,
Lauren Alaina,,,,,,,64840.0,,,64840.0,,,,,,,11.07969339830934,,,11.07969339830934
Ally Brooke,,2705836.0,,375000.0,3080836.0,,85392.0,,,85392.0,,14.810921849387123,,12.834683971615659,14.940711871278285,,11.35501940920405,,,11.35501940920405
Karamo Brown,,423817.0,,,423817.0,,79694.0,,,79694.0,,12.957059396778948,,,12.957059396778948,,11.285962127553153,,,11.285962127553153
Hannah Brown,,,,,,,64741.0,,,64741.0,,,,,,,11.078165419805039,,,11.078165419805039
Anne Heche,,18304.0,,,18304.0,,,,,,,9.814929525554337,,,9.814929525554337,,,,,
Jesse Metcalfe,,190215.0,,,190215.0,,148813.0,,13500.0,162313.0,,12.155915547532238,,,12.155915547532238,,11.910452482976822,,9.510519035757246,11.997288009794824
Chrishell Stause,,143740.0,,,143740.0,,64840.0,,,64840.0,,11.87576834800394,,,11.87576834800394,,11.07969339830934,,,11.07969339830934
Skai Jackson,,813819.0,,1570000.0,2383819.0,,64741.0,,,64741.0,,13.609494490310654,,14.266586814266963,14.68421480096115,,11.078165419805039,,,11.078165419805039
Justina Machado,,72004.0,,,72004.0,,85392.0,,,85392.0,,11.184490840031483,,,11.184490840031483,,11.35501940920405,,,11.35501940920405
Charles Oakley,,,,,,,,,,,,,,,,,,,,
Veron Davis,,,,,,,213109.0,,,213109.0,,,,,,,12.269563743311371,,,12.269563743311371
Johnny Weir,,375316.0,,,375316.0,,,,,,,12.835526281192887,,,12.835526281192887,,,,,
Nev Schulman,,,,,,,79694.0,,,79694.0,,,,,,,11.285962127553153,,,11.285962127553153
AJ McLean,,388216.0,,74800.0,463016.0,,380112.0,,,380112.0,,12.869319740618078,,11.222586532857163,13.045519049456951,,12.848223855918395,,,12.848223855918395
Nelly,,,,,,,,,,,,,,,,,,,,
Kaitlyn Bristowe,,454401.0,,,454401.0,,186633.0,,,186633.0,,13.026737547787842,,,13.026737547787842,,12.136904758728935,,,12.136904758728935
Carole Baskin,,,,,,,2721.0,,,2721.0,,,,,,,7.909122183211411,,,7.909122183211411
Monica Aldama,,49475.0,,,49475.0,,299226.0,,,299226.0,,10.8092429824949,,,10.8092429824949,,12.608957761652729,,,12.608957761652729
Jeannie Mai,,257313.0,,791000.0,1048313.0,,,,,,,12.45805240798276,,13.581054510971494,13.86269371730713,,,,,
Martin Kove,,,,,,,,,,,,,,,,,,,,
Brian Austin Green,,,,,,,148813.0,,13500.0,162313.0,,,,,,,11.910452482976822,,9.510519035757246,11.997288009794824
Melora Hardin,,47921.0,,,47921.0,,186633.0,,,186633.0,,10.777329968145445,,,10.777329968145445,,12.136904758728935,,,12.136904758728935
Matt James,,,,,,,117473.0,,,117473.0,,,,,,,11.673972311485327,,,11.673972311485327
"Mike ""The Miz"" Mizanin",,3228492.0,,,3228492.0,,169660.0,,,169660.0,,14.987526022856747,,,14.987526022856747,,12.04155760748558,,,12.04155760748558
Suni Lee,,180423.0,,,180423.0,,85392.0,,,85392.0,,12.103064915455944,,,12.103064915455944,,11.35501940920405,,,11.35501940920405
Iman Shumpert,,658986.0,,,658986.0,,,,,,,13.39845908643119,,,13.39845908643119,,,,,
Cody Rigsby,,,,,,,380112.0,,,380112.0,,,,,,,12.848223855918395,,,12.848223855918395
Melanie C,1002019.0,607940.0,,222000.0,1831959.0,,64840.0,,,64840.0,13.817528520507588,13.317833116765986,,12.310437165348775,14.420896989916711,,11.07969339830934,,,11.07969339830934
Jimmie Allen,,85226.0,,320000.0,405226.0,,,,,,,11.353073564023212,,12.676079399771027,12.91220268289784,,,,,
Olivia Jade,,146987.0,,1830000.0,1976987.0,,299226.0,,,299226.0,,11.898106229775685,,14.419827071265543,14.4970850323316,,12.608957761652729,,,12.608957761652729
JoJo Siwa,,667054.0,40000000.0,12100000.0,52767054.0,,79694.0,,,79694.0,,13.410627780268838,17.50439003707821,16.308716093211594,17.781397595600144,,11.285962127553153,,,11.285962127553153
Christine Chiu,,,,,,,2721.0,,,2721.0,,,,,,,7.909122183211411,,,7.909122183211411
Kenya Moore,,725672.0,,,725672.0,,,,,,,13.494854779117288,,,13.494854779117288,,,,,
Amanda Kloots,,,,,,,64741.0,,,64741.0,,,,,,,11.078165419805039,,,11.078165419805039
Jason Lewis,,,,,,,213109.0,,,213109.0,,,,,,,12.269563743311371,,,12.269563743311371
Cheryl Ladd,,20852.0,,,20852.0,,67867.0,,,67867.0,,9.945253101768596,,,9.945253101768596,,11.12531992116283,,,11.12531992116283
Selma Blair,,172728.0,,,172728.0,,85392.0,,,85392.0,,12.059479171288299,,,12.059479171288299,,11.35501940920405,,,11.35501940920405
Joseph Baena,,,,,,,,,,,,,,,,,,,,
Trevor Donovan,,157856.0,,,157856.0,,,,,,,11.969444838900891,,,11.969444838900891,,,,,
Daniel Durant,,13782.0,,,13782.0,,,,,,,9.531191227694439,,,9.531191227694439,,,,,
Wayne Brady,,391437.0,,,391437.0,,169660.0,,,169660.0,,12.877582416610078,,,12.877582416610078,,12.04155760748558,,,12.04155760748558
Sam Champion,,,,,,,380112.0,,,380112.0,,,,,,,12.848223855918395,,,12.848223855918395
Jessie James Decker,,544281.0,,265000.0,809281.0,,64741.0,,,64741.0,,13.207222773877303,,12.487488878546145,13.603902713793227,,11.078165419805039,,,11.078165419805039
Jordin Sparks,,3538570.0,,,3538570.0,,,,,,,15.079233531295971,,,15.079233531295971,,,,,
Heidi D'Amelio,,573919.0,,,573919.0,,186633.0,,,186633.0,,13.26024529276611,,,13.26024529276611,,12.136904758728935,,,12.136904758728935
Charli D'Amelio,,5045413.0,156800141.0,9050000.0,170895554.0,,,,,,,15.433990269849968,18.870482571492417,16.01827542617334,18.95656313838537,,,,,
Teresa Giudice,,1032419.0,,,1032419.0,,2721.0,,,2721.0,,13.847416118975259,,,13.847416118975259,,7.909122183211411,,,7.909122183211411
Vinny Guadagnino,,2772774.0,,,2772774.0,,,,,,,14.83535918174588,,,14.83535918174588,,,,,
Shangela,,,,,,,64840.0,,,64840.0,,,,,,,11.07969339830934,,,11.07969339830934
Gabby Windey,,,,,,,299226.0,,,299226.0,,,,,,,12.608957761652729,,,12.608957761652729
Jamie Lynn Spears,,495962.0,,134000.0,629962.0,,64741.0,,,64741.0,,13.114256606150393,,11.80560254159177,13.353416366484302,,11.078165419805039,,,11.078165419805039
Mira Sorvino,,188469.0,,,188469.0,,64840.0,,,64840.0,,12.146694122010674,,,12.146694122010674,,11.07969339830934,,,11.07969339830934
Barry Williams,,,,,,,213109.0,,,213109.0,,,,,,,12.269563743311371,,,12.269563743311371
Alyson Hannigan,,1089583.0,,,1089583.0,,85392.0,,,85392.0,,13.901306529981758,,,13.901306529981758,,11.35501940920405,,,11.35501940920405
Xochitl Gomez,,,,,,,299226.0,,,299226.0,,,,,,,12.608957761652729,,,12.608957761652729
Adrian Peterson,,,,,,,,,,,,,,,,,,,,
Matt Walsh,,153724.0,,,153724.0,,,,,,,11.94292057082167,,,11.94292057082167,,,,,
Tyson Beckford,,,,,,,79694.0,,,79694.0,,,,,,,11.285962127553153,,,11.285962127553153
Jason Mraz,,5201447.0,,3740000.0,8941447.0,,,,,,,15.4644476063269,,15.134596436770359,16.006208102714275,,,,,
Lele Pons,,1825265.0,,18000000.0,19825265.0,,,,,,,14.417236287802387,,16.705882371415992,16.802467742797443,,,,,
Harry Jowsey,,,,,,,,,,,,,,,,,,,,
Mauricio Umansky,,253677.0,,,253677.0,,,,,,,12.44382102523287,,,12.44382102523287,,,,,
Charity Lawson,,,,,,,186633.0,,,186633.0,,,,,,,12.136904758728935,,,12.136904758728935
Ariana Madix,,,,,,,2721.0,,,2721.0,,,,,,,7.909122183211411,,,7.909122183211411
Tori Spelling,1773798.0,,,,1773798.0,,2721.0,,,2721.0,14.388634132162913,,,,14.388634132162913,,7.909122183211411,,,7.909122183211411
Eric Roberts,,47896.0,,,47896.0,,,,,,,10.77680815095747,,,10.77680815095747,,,,,
Reginald VelJohnson,,,,,,,,,,,,,,,,,,,,
Chandler Kinney,,29604.0,,,29604.0,,,,,,,10.295698544965877,,,10.295698544965877,,,,,
Dwight Howard ,,6346506.0,,,6346506.0,,,,,,,15.663415140779902,,,15.663415140779902,,,,,
Danny Amendola,,404538.0,,,404538.0,,169660.0,,,169660.0,,12.91050342616059,,,12.91050342616059,,12.04155760748558,,,12.04155760748558
Stephen Nedoroscik,,,,,,,,,,,,,,,,,,,,
Ilona Maher,,,,,,,64741.0,,,64741.0,,,,,,,11.078165419805039,,,11.078165419805039
Anna Delvey,,35795.0,,,35795.0,,,,,,,10.48559143430275,,,10.48559143430275,,,,,
Brooks Nader,,,,,,,64840.0,,,64840.0,,,,,,,11.07969339830934,,,11.07969339830934
Phaedra Parks,,,,,,,299226.0,,,299226.0,,,,,,,12.608957761652729,,,12.608957761652729
Jenn Tran,,,,,,,85392.0,,,85392.0,,,,,,,11.35501940920405,,,11.35501940920405
Joey Graziadei,,,,,,,79694.0,,,79694.0,,,,,,,11.285962127553153,,,11.285962127553153
Corey Feldman,,165459.0,,,165459.0,,79694.0,,,79694.0,,12.016484752744175,,,12.016484752744175,,11.285962127553153,,,11.285962127553153
Danielle Fishel,,327068.0,,,327068.0,,2721.0,,,2721.0,,12.697926436794397,,,12.697926436794397,,7.909122183211411,,,7.909122183211411
Elaine Hendrix,,,,,,,,,,,,,,,,,,,,
Baron Davis,,1040511.0,,,1040511.0,,,,,,,13.85522345766619,,,13.85522345766619,,,,,
Jordan Chiles,,46414.0,,,46414.0,,,,,,,10.745377961834032,,,10.745377961834032,,,,,
Andy Richter,,1068357.0,,,1068357.0,,,,,,,13.88163344832581,,,13.88163344832581,,,,,
Robert Irwin,,597288.0,,,597288.0,,,,,,,13.300156362344556,,,13.300156362344556,,,,,
Hilaria Baldwin,,,,,,,64840.0,,,64840.0,,,,,,,11.07969339830934,,,11.07969339830934
Lauren Jauregui,,4296896.0,,1040000.0,5336896.0,,,,,,,15.273403692258066,,13.854732232655556,15.49015495589807,,,,,
Scott Hoying,,492644.0,,368000.0,860644.0,,,,,,,13.107544112505979,,12.81584093453868,13.665437387120237,,,,,
Alix Earle,,,,265000.0,265000.0,,,,,,,,,12.487488878546145,12.487488878546145,,,,,
Jen Affleck,,,,,,,,,,,,,,,,,,,,
Whitney Leavitt,,,,,,,,,,,,,,,,,,,,
Dylan Efron,,,,,,,,,,,,,,,,,,,,
